year,sector_id,number_of_jobs,cid
2034,10,9303,57
2035,10,9214,57
2036,10,9146,57
2037,10,9064,57
2038,10,8976,57
2039,10,8888,57
2040,10,8796,57
2041,10,8724,57
2042,10,8669,57
2043,10,8615,57
2044,10,8568,57
2045,10,8526,57
2046,10,8494,57
2047,10,8459,57
2048,10,8425,57
2049,10,8387,57
2050,10,8345,57
2051,10,8316,57
2052,10,8296,57
2053,10,8280,57
2054,10,8265,57
2055,10,8257,57
2056,10,8250,57
2057,10,8247,57
2058,10,8246,57
2059,10,8247,57
2060,10,8247,57
1990,11,1403,11
1991,11,1319,11
1992,11,1334,11
1993,11,1446,11
1994,11,1604,11
1995,11,1492,11
1996,11,1651,11
1997,11,1748,11
1998,11,1674,11
1999,11,1691,11
2000,11,1678,11
2001,11,896,11
2002,11,930,11
2003,11,885,11
2004,11,855,11
2005,11,820,11
2006,11,825,11
2007,11,852,11
2008,11,888,11
2009,11,875,11
2010,11,893,11
2011,11,737,11
2012,11,720,11
2013,11,758,11
2014,11,783,11
2015,11,815,11
2016,11,826,11
2017,11,845,11
2018,11,813,11
2019,11,957,11
2020,11,1111,11
2021,11,954,11
2022,11,915,11
2023,11,973,11
2024,11,1032,11
2025,11,1020,11
2026,11,1028,11
2027,11,1041,11
2028,11,1048,11
2029,11,1061,11
2030,11,1068,11
2031,11,1077,11
2032,11,1089,11
2033,11,1101,11
2034,11,1115,11
2035,11,1128,11
2036,11,1141,11
2037,11,1156,11
2038,11,1171,11
2039,11,1185,11
2040,11,1200,11
2041,11,1214,11
2042,11,1230,11
2043,11,1244,11
2044,11,1258,11
2045,11,1273,11
2046,11,1290,11
2047,11,1305,11
2048,11,1321,11
2049,11,1338,11
2050,11,1354,11
2051,11,1371,11
2052,11,1389,11
2053,11,1406,11
2054,11,1425,11
2055,11,1442,11
2056,11,1461,11
2057,11,1479,11
2058,11,1499,11
2059,11,1517,11
2060,11,1536,11
1990,11,3029,35
1991,11,3100,35
1992,11,3078,35
1993,11,3274,35
1994,11,3890,35
1995,11,3539,35
1996,11,3821,35
1997,11,4103,35
1998,11,4030,35
1999,11,4392,35
2000,11,4728,35
2001,11,1064,35
2002,11,1112,35
2003,11,1025,35
2004,11,1007,35
2005,11,959,35
2006,11,903,35
2007,11,933,35
2008,11,973,35
2009,11,973,35
2010,11,955,35
2011,11,1021,35
2012,11,1034,35
2013,11,1056,35
2014,11,1054,35
2015,11,1033,35
2016,11,1099,35
2017,11,1150,35
2018,11,1177,35
2019,11,1211,35
2020,11,1492,35
2021,11,1201,35
2022,11,1132,35
2023,11,1220,35
2024,11,1309,35
2025,11,1290,35
2026,11,1296,35
2027,11,1315,35
2028,11,1318,35
2029,11,1328,35
2030,11,1335,35
2031,11,1339,35
2032,11,1353,35
2033,11,1366,35
2034,11,1380,35
2035,11,1394,35
2036,11,1408,35
2037,11,1424,35
2038,11,1440,35
2039,11,1455,35
2040,11,1469,35
2041,11,1483,35
2042,11,1497,35
2043,11,1511,35
2044,11,1524,35
2045,11,1539,35
2046,11,1553,35
2047,11,1568,35
2048,11,1582,35
2049,11,1597,35
2050,11,1610,35
2051,11,1623,35
2052,11,1635,35
2053,11,1649,35
2054,11,1661,35
2055,11,1674,35
2056,11,1686,35
2057,11,1700,35
2058,11,1713,35
2059,11,1727,35
2060,11,1740,35
1990,11,3099,49
1991,11,3081,49
1992,11,3181,49
1993,11,3376,49
1994,11,3504,49
1995,11,3525,49
1996,11,3711,49
1997,11,3907,49
1998,11,2663,49
1999,11,4124,49
2000,11,4232,49
2001,11,2927,49
2002,11,2755,49
2003,11,2803,49
2004,11,2786,49
2005,11,2844,49
2006,11,2878,49
2007,11,2995,49
2008,11,3061,49
2009,11,3101,49
2010,11,3216,49
2011,11,3280,49
2012,11,3267,49
2013,11,3370,49
2014,11,3390,49
2015,11,3330,49
2016,11,3399,49
2017,11,3580,49
2018,11,3454,49
2019,11,3462,49
2020,11,3462,49
2021,11,3210,49
2022,11,3084,49
2023,11,3284,49
2024,11,3442,49
2025,11,3405,49
2026,11,3390,49
2027,11,3377,49
2028,11,3348,49
2029,11,3336,49
2030,11,3317,49
2031,11,3291,49
2032,11,3277,49
2033,11,3263,49
2034,11,3253,49
2035,11,3243,49
2036,11,3237,49
2037,11,3235,49
2038,11,3232,49
2039,11,3230,49
2040,11,3230,49
2041,11,3228,49
2042,11,3228,49
2043,11,3229,49
2044,11,3232,49
2045,11,3236,49
2046,11,3241,49
2047,11,3245,49
2048,11,3250,49
2049,11,3255,49
2050,11,3256,49
2051,11,3257,49
2052,11,3256,49
2053,11,3256,49
2054,11,3255,49
2055,11,3253,49
2056,11,3249,49
2057,11,3244,49
2058,11,3237,49
2059,11,3229,49
2060,11,3217,49
1990,11,1668,57
1991,11,1638,57
1992,11,1697,57
1993,11,1789,57
1994,11,1907,57
1995,11,1825,57
1996,11,1926,57
1997,11,1992,57
1998,11,1879,57
1999,11,1277,57
2000,11,1291,57
2001,11,1292,57
2002,11,1352,57
2003,11,1349,57
2004,11,1073,57
2005,11,1056,57
2006,11,1044,57
2007,11,1095,57
2008,11,1144,57
2009,11,1370,57
2010,11,1445,57
2011,11,1520,57
2012,11,1649,57
2013,11,1462,57
2014,11,1447,57
2015,11,1449,57
2016,11,1495,57
2017,11,1543,57
2018,11,1478,57
2019,11,1486,57
2020,11,1509,57
2021,11,1356,57
2022,11,1314,57
2023,11,1398,57
2024,11,1473,57
2025,11,1460,57
2026,11,1460,57
2027,11,1459,57
2028,11,1449,57
2029,11,1448,57
2030,11,1438,57
2031,11,1430,57
2032,11,1425,57
2033,11,1418,57
2034,11,1413,57
2035,11,1409,57
2036,11,1405,57
2037,11,1402,57
2038,11,1399,57
2039,11,1397,57
2040,11,1393,57
2041,11,1389,57
2042,11,1387,57
2043,11,1382,57
2044,11,1379,57
2045,11,1375,57
2046,11,1371,57
2047,11,1369,57
2048,11,1367,57
2049,11,1365,57
2050,11,1362,57
2051,11,1360,57
2052,11,1359,57
2053,11,1357,57
2054,11,1354,57
2055,11,1352,57
2056,11,1349,57
2057,11,1348,57
2058,11,1346,57
2059,11,1346,57
2060,11,1344,57
1990,12,1890,11
1991,12,1892,11
1992,12,1911,11
1993,12,1989,11
1994,12,2136,11
1995,12,2174,11
1996,12,2304,11
1997,12,2426,11
1998,12,2483,11
1999,12,2558,11
2000,12,2661,11
2001,12,2705,11
2002,12,2789,11
2003,12,2844,11
2004,12,2968,11
2005,12,3060,11
2006,12,3204,11
2007,12,3364,11
2008,12,3372,11
2009,12,3324,11
2010,12,3304,11
2011,12,3383,11
2012,12,3410,11
2013,12,3470,11
2014,12,3521,11
2015,12,3643,11
2016,12,3830,11
2017,12,4004,11
2018,12,4220,11
2019,12,4434,11
2020,12,10579,11
2021,12,7394,11
2022,12,6217,11
2023,12,5886,11
2024,12,6003,11
2025,12,6110,11
2026,12,6198,11
2027,12,6260,11
2028,12,6329,11
2029,12,6424,11
2030,12,6463,11
2031,12,6474,11
2032,12,6549,11
2033,12,6601,11
2034,12,6675,11
2035,12,6735,11
2036,12,6816,11
2037,12,6894,11
2038,12,6937,11
2039,12,7017,11
2040,12,7064,11
2041,12,7139,11
2042,12,7215,11
2043,12,7378,11
2044,12,7513,11
2045,12,7684,11
2046,12,7814,11
2047,12,7977,11
2048,12,8109,11
2049,12,8275,11
2050,12,8408,11
2051,12,8545,11
2052,12,8725,11
2053,12,8847,11
2054,12,8998,11
2055,12,9121,11
2056,12,9302,11
2057,12,9429,11
2058,12,9570,11
2059,12,9682,11
2060,12,9853,11
1990,12,9565,35
1991,12,9813,35
1992,12,9961,35
1993,12,10566,35
1994,12,11158,35
1995,12,11693,35
1996,12,12306,35
1997,12,12801,35
1998,12,13198,35
1999,12,13452,35
2000,12,13828,35
2001,12,13909,35
2002,12,13714,35
2003,12,13669,35
2004,12,13991,35
2005,12,14519,35
2006,12,15131,35
2007,12,15922,35
2008,12,15971,35
2009,12,15395,35
2010,12,15393,35
2011,12,16232,35
2012,12,17104,35
2013,12,18035,35
2014,12,18896,35
2015,12,20035,35
2016,12,21210,35
2017,12,22422,35
2018,12,24820,35
2019,12,25831,35
2020,12,57746,35
2021,12,40141,35
2022,12,33433,35
2023,12,31650,35
2024,12,32091,35
2025,12,32573,35
2026,12,32990,35
2027,12,33386,35
2028,12,33817,35
2029,12,34212,35
2030,12,34621,35
2031,12,34821,35
2032,12,35138,35
2033,12,35428,35
2034,12,35932,35
2035,12,36298,35
2036,12,36628,35
2037,12,37096,35
2038,12,37452,35
2039,12,38042,35
2040,12,38428,35
2041,12,38867,35
2042,12,39328,35
2043,12,39914,35
2044,12,40817,35
2045,12,41618,35
2046,12,42411,35
2047,12,43321,35
2048,12,44168,35
2049,12,44757,35
2050,12,45574,35
2051,12,46381,35
2052,12,47172,35
2053,12,47922,35
2054,12,48692,35
2055,12,49333,35
2056,12,50083,35
2057,12,50829,35
2058,12,51417,35
2059,12,52261,35
2060,12,52981,35
1990,12,3592,49
1991,12,3754,49
1992,12,3816,49
1993,12,3951,49
1994,12,4344,49
1995,12,4611,49
1996,12,4918,49
1997,12,5139,49
1998,12,5380,49
1999,12,5599,49
2000,12,5816,49
2001,12,5915,49
2002,12,5945,49
2003,12,6035,49
2004,12,6349,49
2005,12,6727,49
2006,12,7153,49
2007,12,7652,49
2008,12,7675,49
2009,12,7474,49
2010,12,7414,49
2011,12,7661,49
2012,12,7924,49
2013,12,8231,49
2014,12,8570,49
2015,12,8980,49
2016,12,9482,49
2017,12,9925,49
2018,12,10488,49
2019,12,10786,49
2020,12,26200,49
2021,12,18504,49
2022,12,15728,49
2023,12,14970,49
2024,12,15324,49
2025,12,15621,49
2026,12,15871,49
2027,12,16078,49
2028,12,16315,49
2029,12,16649,49
2030,12,16825,49
2031,12,16969,49
2032,12,17157,49
2033,12,17389,49
2034,12,17612,49
2035,12,17867,49
2036,12,18157,49
2037,12,18420,49
2038,12,18722,49
2039,12,18963,49
2040,12,19275,49
2041,12,19575,49
2042,12,19825,49
2043,12,20333,49
2044,12,20840,49
2045,12,21374,49
2046,12,21926,49
2047,12,22479,49
2048,12,23011,49
2049,12,23535,49
2050,12,24172,49
2051,12,24659,49
2052,12,25174,49
2053,12,25710,49
2054,12,26296,49
2055,12,26793,49
2056,12,27335,49
2057,12,27914,49
2058,12,28373,49
2059,12,28944,49
2060,12,29462,49
1990,12,1264,57
1991,12,1287,57
1992,12,1307,57
1993,12,1323,57
1994,12,1426,57
1995,12,1494,57
1996,12,1596,57
1997,12,1658,57
1998,12,1658,57
1999,12,1678,57
2000,12,1698,57
2001,12,1699,57
2002,12,1695,57
2003,12,1718,57
2004,12,1746,57
2005,12,1788,57
2006,12,1843,57
2007,12,1924,57
2008,12,1929,57
2009,12,1861,57
2010,12,1831,57
2011,12,1948,57
2012,12,2059,57
2013,12,2202,57
2014,12,2350,57
2015,12,2517,57
2016,12,2681,57
2017,12,2855,57
2018,12,3027,57
2019,12,3311,57
2020,12,7109,57
2021,12,4896,57
2022,12,4021,57
2023,12,3805,57
2024,12,3839,57
2025,12,3893,57
2026,12,3922,57
2027,12,3958,57
2028,12,3994,57
2029,12,4038,57
2030,12,4063,57
2031,12,4075,57
2032,12,4098,57
2033,12,4122,57
2034,12,4156,57
2035,12,4187,57
2036,12,4228,57
2037,12,4250,57
2038,12,4286,57
2039,12,4322,57
2040,12,4353,57
2041,12,4416,57
2042,12,4448,57
2043,12,4523,57
2044,12,4602,57
2045,12,4672,57
2046,12,4775,57
2047,12,4849,57
2048,12,4918,57
2049,12,5012,57
2050,12,5092,57
2051,12,5167,57
2052,12,5236,57
2053,12,5330,57
2054,12,5414,57
2055,12,5490,57
2056,12,5585,57
2057,12,5654,57
2058,12,5729,57
2059,12,5798,57
2060,12,5898,57
